Carat Weight;Cut;Color;Clarity;Polish;Symmetry;Report;class
"[2.2;3)";Very Good;H;SI1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;EX;VG;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;EX;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;D;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Signature-Ideal;F;VS1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;EX;EX;AGSL;"[15000;20000)"
"[1.6;2.2)";Ideal;H;VS1;VG;VG;GIA;"[15000;20000)"
"[2.2;3)";Very Good;G;SI1;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;VVS2;EX;EX;GIA;"[15000;20000)"
"[2.2;3)";Ideal;I;VS2;ID;ID;AGSL;"[15000;20000)"
"[1.3;1.6)";Signature-Ideal;D;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;I;VVS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VS1;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;VG;GIA;"[15000;20000)"
"[2.2;3)";Ideal;I;VS2;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;G;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;F;SI1;VG;VG;GIA;"[15000;20000)"
"[1.3;1.6)";Very Good;E;VVS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;EX;EX;GIA;"[15000;20000)"
"[2.2;3)";Ideal;I;VS2;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Good;H;VS1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;I;VS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;VG;G;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VVS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;G;SI1;VG;EX;GIA;"[15000;20000)"
"[2.2;3)";Ideal;I;VS2;ID;ID;AGSL;"[15000;20000)"
"[1.3;1.6)";Ideal;F;VVS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;E;VS2;VG;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Good;H;VS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;I;VVS1;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;SI1;ID;ID;AGSL;"[15000;20000)"
"[1.6;2.2)";Very Good;G;SI1;EX;EX;GIA;"[15000;20000)"
"[1.6;2.2)";Ideal;H;SI1;EX;EX;GIA;"[15000;20000)"
"[2.2;3)";Ideal;I;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;VG;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Very Good;H;VS2;EX;VG;GIA;"[15000;20000)"
"[1.6;2.2)";Good;E;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Signature-Ideal;G;VS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Good;G;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;SI1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;E;SI1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;G;G;GIA;"[20000;30000)"
"[1.6;2.2)";Good;D;SI1;VG;VG;GIA;"[20000;30000)"
"[1.3;1.6)";Ideal;E;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Very Good;H;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;G;G;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;E;SI1;EX;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;E;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;VG;EX;GIA;"[20000;30000)"
"[1.3;1.6)";Ideal;F;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;F;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;SI1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Good;E;SI1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;F;VVS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;E;SI1;VG;VG;GIA;"[20000;30000)"
"[2.2;3)";Very Good;E;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Good;D;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;VVS2;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;E;SI1;G;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;G;VG;GIA;"[20000;30000)"
"[1;1.2)";Ideal;D;IF;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;G;VS2;EX;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Signature-Ideal;D;VS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;G;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;E;SI1;VG;VG;GIA;"[20000;30000)"
"[1;1.2)";Ideal;D;IF;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;E;SI1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;I;VVS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;F;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;VVS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS1;VG;EX;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Signature-Ideal;G;VS1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;EX;G;GIA;"[20000;30000)"
"[1.3;1.6)";Ideal;D;VVS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;G;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;F;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS2;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;G;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;G;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;F;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;VVS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;EX;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Good;G;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;E;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;D;VS2;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Very Good;I;VS2;VG;G;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;VG;VG;GIA;"[20000;30000)"
"[2.2;3)";Very Good;I;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VVS1;VG;EX;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;G;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;VG;GIA;"[20000;30000)"
"[1.3;1.6)";Signature-Ideal;F;VVS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;G;VG;GIA;"[20000;30000)"
"[2.2;3)";Ideal;F;SI1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;E;SI1;ID;ID;AGSL;"[20000;30000)"
"[2.2;3)";Ideal;E;SI1;VG;VG;GIA;"[20000;30000)"
"[1.3;1.6)";Very Good;F;VVS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.3;1.6)";Very Good;D;VVS2;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;EX;EX;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;E;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;I;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Good;G;VS2;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;VS1;EX;EX;GIA;"[20000;30000)"
"[1.3;1.6)";Signature-Ideal;D;VS1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;D;SI1;G;G;GIA;"[20000;30000)"
"[1.6;2.2)";Signature-Ideal;E;VS1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Good;F;SI1;EX;VG;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;G;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Good;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;G;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;VG;G;GIA;"[20000;30000)"
"[1.3;1.6)";Very Good;D;VVS2;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;I;VVS1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;D;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;D;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;I;VVS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.3;1.6)";Ideal;E;VVS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;D;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;I;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;G;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Ideal;H;SI1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;VG;GIA;"[20000;30000)"
"[2.2;3)";Very Good;I;SI1;VG;VG;GIA;"[20000;30000)"
"[1.3;1.6)";Very Good;E;VVS1;VG;G;GIA;"[20000;30000)"
"[2.2;3)";Very Good;H;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;E;SI1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Very Good;I;SI1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;VG;GIA;"[20000;30000)"
"[2.2;3)";Very Good;I;SI1;EX;EX;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.3;1.6)";Very Good;D;VVS2;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;I;VVS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;I;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;E;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VVS2;G;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;ID;ID;AGSL;"[20000;30000)"
"[2.2;3)";Ideal;I;SI1;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Very Good;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Very Good;I;VS1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;E;SI1;G;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;ID;ID;AGSL;"[20000;30000)"
"[2.2;3)";Ideal;I;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;VG;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Signature-Ideal;I;SI1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VVS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VS1;VG;VG;GIA;"[20000;30000)"
"[2.2;3)";Ideal;G;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;E;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;G;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;F;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;I;VVS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;ID;ID;AGSL;"[20000;30000)"
"[2.2;3)";Very Good;H;VS2;EX;EX;AGSL;"[20000;30000)"
"[1.3;1.6)";Very Good;D;IF;VG;G;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.3;1.6)";Ideal;D;VVS2;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.3;1.6)";Very Good;D;IF;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS2;EX;VG;GIA;"[20000;30000)"
"[2.2;3)";Very Good;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;D;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;G;VS2;EX;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;EX;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;G;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;I;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;I;VVS2;EX;EX;GIA;"[20000;30000)"
"[1.3;1.6)";Ideal;D;VVS2;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Fair;G;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;G;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;E;SI1;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Very Good;H;SI1;VG;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Good;E;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;F;SI1;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Very Good;G;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Fair;G;VS2;EX;G;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;E;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;SI1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS1;VG;EX;AGSL;"[20000;30000)"
"[1.6;2.2)";Good;G;VS2;VG;G;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;SI1;ID;ID;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;H;VS1;G;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VVS1;EX;VG;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;VS2;VG;EX;GIA;"[20000;30000)"
"[2.2;3)";Ideal;E;SI1;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;VS2;VG;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;H;VS1;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VS1;EX;EX;AGSL;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;H;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Good;G;VS1;VG;VG;GIA;"[20000;30000)"
"[2.2;3)";Very Good;H;SI1;EX;EX;AGSL;"[20000;30000)"
"[1.6;2.2)";Very Good;G;VS2;EX;VG;GIA;"[20000;30000)"
"[1.6;2.2)";Very Good;I;VVS1;EX;VG;GIA;"[20000;30000)"
"[2.2;3)";Ideal;I;VS1;EX;EX;GIA;"[20000;30000)"
"[1.6;2.2)";Ideal;G;VVS1;EX;EX;GIA;"[20000;30000)"
"[2.2;3)";Very Good;F;SI1;VG;VG;GIA;"[20000;30000)"
